Country Name,Country Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
IDA blend,IDB,2.06387E+11,2.28079E+11,2.56458E+11,3.12115E+11,3.73174E+11,4.66905E+11,5.38453E+11,6.39782E+11,6.06747E+11,7.09848E+11,8.14198E+11,9.00517E+11,9.77961E+11,1.04923E+12,1.01143E+12,9.42118E+11,9.25119E+11,9.66188E+11,9.98391E+11,9.61669E+11
Indonesia,IDN,1.60447E+11,1.95661E+11,2.34772E+11,2.56837E+11,2.85869E+11,3.64571E+11,4.32217E+11,5.10229E+11,5.3958E+11,7.55094E+11,8.92969E+11,9.1787E+11,9.12524E+11,8.90815E+11,8.60854E+11,9.31877E+11,1.01562E+12,1.04227E+12,1.11909E+12,1.05842E+12
IDA only,IDX,7.76349E+11,1.02592E+12,1.44469E+12,1.86871E+12,2.3656E+12,3.05452E+12,4.22481E+12,5.71836E+12,6.43404E+12,7.5188E+12,8.73573E+12,9.19776E+11,9.42089E+11,9.91194E+11,1.00377E+12,1.01464E+12,1.09927E+12,1.17881E+12,1.23941E+12,1.27646E+12
Isle of Man,IMN,1659131244,1947332922,2328658228,2822358473,3032400000,3422651334,4466100440,5928420956,5487083658,5920177689,6566098382,6690725118,7000748788,7708834951,7085288006,6846691871,6979581725,7491969313,7315388052,
India,IND,4.85441E+11,5.14938E+11,6.07699E+11,7.09149E+11,8.20382E+11,9.4026E+11,1.21674E+12,1.1989E+12,1.34189E+12,1.67562E+12,1.82305E+12,1.82764E+12,1.85672E+12,2.03913E+12,2.10359E+12,2.2948E+12,2.65147E+12,2.70111E+12,2.8705E+12,2.66025E+12
Not classified,INX,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,1.09252E+11,1.27986E+11,1.64308E+11,1.94015E+11,2.11798E+11,2.31986E+11,2.69736E+11,2.74327E+11,2.35509E+11,2.2166E+11,2.38663E+11,2.2551E+11,2.38212E+11,2.58625E+11,2.91463E+11,2.98725E+11,3.34602E+11,3.84854E+11,3.99122E+11,4.25889E+11
"Iran, Islamic Rep.",IRN,1.26879E+11,1.28627E+11,1.53545E+11,1.90043E+11,2.26452E+11,2.66299E+11,3.49882E+11,4.12336E+11,4.16397E+11,4.86808E+11,5.80765E+11,5.98868E+11,4.60293E+11,4.32687E+11,3.84951E+11,4.17984E+11,4.45345E+11,2.94357E+11,2.58245E+11,2.03471E+11
Iraq,IRQ,36176430129,32928454672,21921569479,36627901762,49954890353,65140147197,88837055195,1.31614E+11,1.11658E+11,1.38517E+11,1.8575E+11,2.18002E+11,2.34638E+11,2.28416E+11,1.66774E+11,1.66602E+11,1.87218E+11,2.27367E+11,2.35097E+11,1.66757E+11
Iceland,ISL,8234846805,9318395055,11429333038,13825302536,16852963067,17465318552,21652505597,18074622987,13154414219,13751161918,15221622926,14751508134,16125060515,17867662178,17517210519,20793168031,24728285177,26267063758,24857740445,21718075725
Israel,ISR,1.30816E+11,1.21148E+11,1.27047E+11,1.35571E+11,1.42657E+11,1.54145E+11,1.79162E+11,2.16712E+11,2.07953E+11,2.34655E+11,2.62294E+11,2.58417E+11,2.94167E+11,3.10945E+11,3.00078E+11,3.19024E+11,3.55277E+11,3.73641E+11,3.97935E+11,4.07101E+11
Italy,ITA,1.16701E+12,1.27071E+12,1.57415E+12,1.80323E+12,1.85752E+12,1.94792E+12,2.21029E+12,2.39886E+12,2.19124E+12,2.13402E+12,2.29199E+12,2.08708E+12,2.14132E+12,2.15913E+12,1.8359E+12,1.8758E+12,1.95695E+12,2.09091E+12,2.00938E+12,1.88871E+12
Jamaica,JAM,9194717836,9719017926,9430230564,10174664854,11243868486,11930171468,12799593018,13709402085,12120460873,13220556883,14444655300,14807086889,14264202737,13899228824,14188935948,14077109397,14808989993,15730793853,15830768550,13812425037
Jordan,JOR,8975689845,9582453032,10195660790,11411390409,12588665303,15056929760,17110587447,22657662393,24537876056,27133804225,29524149155,31634561690,34454440141,36847643521,38587017887,39892551127,41408960845,42932112676,44502895915,43697659296
Japan,JPN,4.37471E+12,4.18285E+12,4.51956E+12,4.89312E+12,4.83147E+12,4.60166E+12,4.57975E+12,5.10668E+12,5.28949E+12,5.75907E+12,6.23315E+12,6.27236E+12,5.21233E+12,4.89699E+12,4.44493E+12,5.00368E+12,4.93084E+12,5.03689E+12,5.14878E+12,5.05776E+12
Kazakhstan,KAZ,22152694162,24636593223,30833699703,43151647003,57123671734,81003884545,1.0485E+11,1.33442E+11,1.15309E+11,1.48047E+11,1.92627E+11,2.07999E+11,2.36635E+11,2.21416E+11,1.84388E+11,1.37278E+11,1.66806E+11,1.7934E+11,1.81667E+11,1.71082E+11
Kenya,KEN,12986007426,13147743911,14904517650,16095337094,18737897745,25825524821,31958195182,35895153328,42347217913,45405587557,46869457318,56396706006,61671425370,68285768554,70120413329,74815121315,82035800868,92202956321,1.00555E+11,1.01014E+11
Kyrgyz Republic,KGZ,1525116370,1605643105,1919008090,2211534585,2460248026,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6678178340,6813092066,7702934800,8271108638,8871026074,7735976273
Cambodia,KHM,3984000517,4284028483,4658246918,5337833248,6293046162,7274595707,8639235842,10351914093,10401851851,11242275199,12829541141,14054443213,15227991395,16702610842,18049954289,20016747754,22177200512,24571753583,27089389787,25808561551
Kiribati,KIR,63101272.37,72196457.68,90231856.8,102367039.3,112133944.3,110234939.8,132671743,141042610.3,132419902,156120439.3,181705153.6,190243432.8,185114059.6,179703165.4,171117816.7,178328984.1,187276124.8,200157020.6,188391770.6,197508774.3
St. Kitts and Nevis,KNA,458643829,481077373.7,469869869.9,506900000,547203703.7,644411111.1,689285185.2,751233333.3,747862963,760170370.4,817759259.3,800414814.8,839770370.4,916566666.7,923155555.6,1008888889,1060740741,1078518519,1164814815,980740740.7
"Korea, Rep.",KOR,5.47658E+11,6.27246E+11,7.02717E+11,7.93175E+11,9.34901E+11,1.05322E+12,1.17261E+12,1.04734E+12,9.43942E+11,1.14407E+12,1.25322E+12,1.27843E+12,1.3708E+12,1.48432E+12,1.46577E+12,1.50011E+12,1.6239E+12,1.72485E+12,1.65142E+12,1.6379E+12
Kuwait,KWT,34887512227,38137545245,47876510067,59439090601,80798630137,1.01549E+11,1.1464E+11,1.47395E+11,1.05963E+11,1.15419E+11,1.54068E+11,1.7407E+11,1.74161E+11,1.62631E+11,1.14567E+11,1.0942E+11,1.20707E+11,1.38182E+11,1.36197E+11,1.0596E+11
Latin America & Caribbean (excluding high income),LAC,1.9262E+12,1.73318E+12,1.77295E+12,2.02314E+12,2.44853E+12,2.86098E+12,3.38117E+12,3.91238E+12,3.63658E+12,4.54739E+12,5.31006E+12,5.28824E+12,5.43153E+12,5.46042E+12,4.65292E+12,4.52726E+12,5.04719E+12,4.9056E+12,4.8494E+12,4.03527E+12
Lao PDR,LAO,1768619058,1758176653,2023324407,2366398120,2735558726,3455031448,4223152219,5446434032,5836138127,7131773633,8750107402,10192848926,11983252611,13279248479,14426381187,15912495369,17071162084,18141651381,18897252233,19132635712
Lebanon,LBN,17649751244,19152238806,20082918740,21159827992,21497336499,22022709852,24827355015,29118916106,35399582929,38443907042,39927125961,44035991893,46909335551,48133414840,50065946086,51389318291,53324800959,55276157552,51953744507,31735217785
Liberia,LBR,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3319596500,3201187800
Libya,LBY,34110064452,20481889764,26265625000,33122307692,47334148578,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81873662519,65502870174,41142722414,27842131480,26197143268,37883243650,52607888718,52091152228,25418916029
St. Lucia,LCA,892592592.6,900000000,987407407.4,1066666667,1135555556,1268319185,1336088815,1437731111,1401507889,1486758037,1576988407,1605146778,1664816741,1755130815,1808079889,1865513444,1996771444,2065127259,2118791556,1616772741
Latin America & Caribbean,LCN,2.24258E+12,2.01341E+12,2.05427E+12,2.36783E+12,2.86324E+12,3.3558E+12,3.95355E+12,4.59426E+12,4.31835E+12,5.35333E+12,6.08693E+12,6.15039E+12,6.30327E+12,6.42694E+12,5.37099E+12,5.24921E+12,5.83053E+12,5.70388E+12,5.62726E+12,4.72552E+12
Least developed countries: UN classification,LDC,6.57565E+11,9.07179E+11,1.31705E+12,1.72347E+12,2.20772E+12,2.87642E+12,4.02006E+12,5.48252E+12,6.1766E+12,7.23652E+12,8.65531E+12,8.7058E+11,8.93206E+11,9.62291E+11,9.44897E+11,9.34969E+11,1.02434E+12,1.06209E+12,1.10583E+12,1.1123E+12
Low income,LIC,1.87903E+11,2.01433E+11,2.20121E+11,2.5822E+11,3.07883E+11,3.56947E+11,4.29943E+11,5.14962E+11,5.20948E+11,5.77169E+11,4.03235E+11,3.83756E+11,3.94766E+11,4.2275E+11,4.16828E+11,3.85815E+11,4.0799E+11,4.24436E+11,4.46839E+11,4.57644E+11
Liechtenstein,LIE,2491822707,2688630823,3070691320,3454362686,3659251526,4000239273,4601299567,5081432924,4504549214,5082366478,5739977477,5456009385,6391735894,6657170923,6268391521,6237264055,6474256119,6839145107,6684443550,
Sri Lanka,LKA,15749753805,16536535647,18881765437,20662525941,24405791045,28279814925,32350248411,40713812310,42066217872,56725749222,65292753005,68434409315,74317806538,79356449841,80604080689,82401038710,87428128124,87963042341,83990946939,80676681934
Lower middle income,LMC,1.98833E+12,2.32435E+12,2.94981E+12,3.61707E+12,4.4013E+12,5.48518E+12,7.23074E+12,9.07106E+12,9.83179E+12,1.17355E+13,1.37811E+13,6.28542E+12,6.34369E+12,6.58343E+12,6.45859E+12,6.73746E+12,7.24652E+12,7.34692E+12,7.73577E+12,7.38477E+12
Low & middle income,LMY,6.50692E+12,6.89391E+12,8.06544E+12,9.74522E+12,1.17665E+13,1.42268E+13,1.80756E+13,2.22913E+13,2.25675E+13,2.7144E+13,3.20776E+13,2.58262E+13,2.73169E+13,2.82245E+13,2.67959E+13,2.6944E+13,2.95948E+13,3.14112E+13,3.22187E+13,3.09912E+13
Lesotho,LSO,825706961.2,775780697.7,1157832935,1511236656,1682350935,1800105590,1682016947,1766825413,1740830511,2234731974,2579421686,2477702253,2367113170,2441053176,2359759799,2114323794,2306843529,2514146888,2366213069,1875227642
Late-demographic dividend,LTE,3.51739E+12,3.72767E+12,4.24685E+12,5.10625E+12,6.16294E+12,7.43791E+12,9.37086E+12,1.16476E+13,1.12559E+13,1.35021E+13,1.64525E+13,1.7599E+13,1.89676E+13,1.96898E+13,1.84627E+13,1.85105E+13,2.0541E+13,2.25202E+13,2.29469E+13,2.24241E+13
Lithuania,LTU,12237388002,14259781159,18781721376,22627507452,26097677572,30183575104,39697891352,47797551588,37388122046,37128694028,43535051482,42927454291,46523420074,48533659592,41418872976,43018087238,47640770634,53724663843,54697379017,56546957475
Luxembourg,LUX,21369028188,23537637869,29601904063,35000480507,37658234050,42874225317,51521903915,58604890874,54252213115,56159192758,61615545000,59779802783,65184744717,68713294386,60047430684,62174650367,65549868207,71250208996,70195715496,73353132794
Latvia,LVA,8362398702,9557031605,11771975157,14435700533,17003459863,21570076499,31054350978,35854274229,26410909091,23956163077,27474380566,28169902669,30204783462,31345148671,27252128627,28064533352,30408509602,34412210812,34308783825,33707320816
"Macao SAR, China",MAC,6860272608,7371723056,8246521717,10643215078,12160002996,14874147024,18439876056,21027044551,21587740942,28241858489,36845925519,43189526778,51536304808,54903031138,45047964934,45070605746,50440941939,55284360483,55204758070,25586111076
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041294874,92507257784,92897320376,93216746662,1.0137E+11,98266306615,1.06826E+11,1.10081E+11,1.0118E+11,1.03312E+11,1.09683E+11,1.18096E+11,1.1987E+11,1.14725E+11
Monaco,MCO,2718868306,2968987019,3601321065,4137913500,4203084194,4582988333,5867916781,6476490406,5451653237,5367625613,6088808463,5743029680,6555983530,7069616049,6261622101,6472990923,6431314957,7194024563,7423709840,
Moldova,MDA,1480673594,1661818168,1980907435,2598249556,2988348836,3408244549,4401189466,6054849885,5439422031,6974960345,8414360656,8709165249,9496684701,9510219299,7745231660,8071480541,9669759987,11456728401,11970233940,11915547263
Madagascar,MDG,5438332738,5351701534,6372498720,5064732716,5859269849,6395712392,8524620739,10725137931,9616879571,9982711338,11551819618,11578974888,12423555269,12522957228,11323020829,11848613735,13176313594,13760033097,14104664515,13056079982
Maldives,MDV,870030468.6,897031250,1052121055,1226829563,1163362438,1575200391,1868383461,2271646188,2345294875,2588176055,2774351760,2886170572,3295011382,3697351597,4109424800,4379136462,4754175869,5300962660,5607762625,3742769967
Middle East & North Africa,MEA,1.04116E+12,1.03574E+12,1.14851E+12,1.35662E+12,1.63256E+12,1.90802E+12,2.25902E+12,2.81772E+12,2.54694E+12,2.96438E+12,3.27796E+12,3.54655E+12,3.49727E+12,3.51265E+12,3.08522E+12,3.09545E+12,3.21525E+12,3.35657E+12,3.39442E+12,3.02627E+12
Mexico,MEX,7.56706E+11,7.72106E+11,7.29336E+11,7.82241E+11,8.77476E+11,9.75387E+11,1.0527E+12,1.10999E+12,9.00045E+11,1.0578E+12,1.18049E+12,1.20109E+12,1.27444E+12,1.31535E+12,1.17187E+12,1.07849E+12,1.15891E+12,1.22241E+12,1.26943E+12,1.07392E+12
Marshall Islands,MHL,122824000,131738200,131398500,132440200,136559500,141515800,148346700,151898900,149769600,160407100,172188500,180436300,184840400,182142800,183814300,201510900,213204100,221588900,239462200,244462400
Middle income,MIC,6.32485E+12,6.6989E+12,7.8516E+12,9.49397E+12,1.14667E+13,1.38785E+13,1.76547E+13,2.17863E+13,2.20566E+13,2.65763E+13,3.16713E+13,2.5443E+13,2.69221E+13,2.78024E+13,2.63804E+13,2.6558E+13,2.9186E+13,3.09856E+13,3.17711E+13,3.05353E+13
North Macedonia,MKD,3709637830,4018365247,4946292775,5682788267,6258600714,6861222332,8336478142,9909548411,9401731496,9407168702,10494632699,9745251126,10817712139,11362272838,10064515432,10672471861,11307058382,12683070061,12606338449,12263710123
Mali,MLI,3468327017,3908139487,4714051055,5454228771,6247496491,6905876385,8156532186,9838404005,10232036863,10689167195,12995113407,12442036265,13242691430,14364937997,13104764334,14026048691,15365714371,17070866299,17280251194,17465392916
Malta,MLT,4088368978,4470446391,5448415500,6098092551,6416184181,6778324050,7925371475,9090406767,8696366907,9035932122,9638916481,9462238211,10551661177,11626281387,11091434484,11721521913,13221298308,14864712990,15215714309,14647384608
Myanmar,MMR,4.53486E+11,6.8295E+11,1.06451E+12,1.43046E+12,1.85964E+12,2.47013E+12,3.52971E+12,4.8843E+12,5.58424E+12,6.5725E+12,7.89943E+12,1.13591E+11,60572254371,63264891867,63045306514,60291738935,61449391917,67144726168,68697761477,79852046611
Middle East & North Africa (excluding high income),MNA,5.37955E+11,5.23457E+11,5.71742E+11,6.79294E+11,8.02027E+11,9.29931E+11,1.13989E+12,1.40737E+12,1.37256E+12,1.57952E+12,1.56563E+12,1.69994E+12,1.57182E+12,1.54766E+12,1.38587E+12,1.4039E+12,1.38469E+12,1.32022E+12,1.34354E+12,1.19575E+12
Montenegro,MNE,1159869246,1284685051,1707710053,2073234418,2257174481,2721903149,3680711744,4545674528,4159330370,4143033276,4544516982,4087725813,4464260489,4587928884,4052913386,4374128319,4844592067,5504166667,5542674317,4769860741
Mongolia,MNG,1267997934,1396555720,1595297356,1992066808,2523471532,3414055566,4234999823,5623216449,4583850368,7189481824,10409797649,12292770631,12582122604,12226514722,11619892396,11181350461,11480847745,13178094459,14206359007,13312981595
Northern Mariana Islands,MNP,,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,729000000,746000000,772000000,832000000,910000000,1230000000,1560000000,1302000000,1182000000,
Mozambique,MOZ,5398568544,5677003239,6303391144,7631120533,8542070110,9176889070,10450843291,12556195189,11914471497,11104648673,14381552433,16350804543,16974320551,17716084108,15950969019,11936999283,13219084261,14845870051,15384701798,14019446610
Mauritania,MRT,1746064719,1777058593,2051147607,2362501023,2936019526,3919577286,4346206809,5206444407,4714592493,5628882266,6764635687,6728208836,7223063170,6592537782,6166857629,6398744505,6799075419,7354430040,7889662452,7913680231
Mauritius,MUS,4613630623,4841310240,5816553827,6578844486,6488750453,7028803366,8150138757,9990370016,9128843109,10003670690,11518393367,11668685524,12129642296,12803445934,11692287066,12232463656,13259351418,14181951059,14045808843,10920606198
Malawi,MWI,1716502862,3495748398,3208837077,3476094499,3655909664,3998020177,4432937046,5321012192,6191127665,6959655571,8004000737,6028487929,5518880769,6047813437,6373212641,5433040160,8943543677,9880675786,11025357838,12182348213
Malaysia,MYS,92783947368,1.00846E+11,1.10202E+11,1.24749E+11,1.43534E+11,1.62691E+11,1.93548E+11,2.30814E+11,2.02258E+11,2.55017E+11,2.97952E+11,3.14443E+11,3.23277E+11,3.38062E+11,3.01355E+11,3.01255E+11,3.19112E+11,3.58792E+11,3.65276E+11,3.37006E+11
North America,NAC,1.13245E+13,1.1701E+13,1.2358E+13,1.32449E+13,1.42146E+13,1.514E+13,1.59274E+13,1.62728E+13,1.58302E+13,1.6616E+13,1.73422E+13,1.80318E+13,1.86379E+13,1.93393E+13,1.98015E+13,2.028E+13,2.11994E+13,2.23409E+13,2.31823E+13,2.25446E+13
Namibia,NAM,3557333364,3349184760,4926471294,6609198833,7248394160,8001779551,8839526452,8607475308,8938868165,11431334447,12523402329,13042007432,12043276397,12435416060,11335179562,10721994677,12895153160,13682062249,12496781720,10619194505
New Caledonia,NCL,3297734886,3740056751,4915353825,5895008985,6238629462,6979155409,8819917187,9067619729,8704438061,9364350065,10351448025,9659151909,10151382877,10635035550,8738203042,8724568971,9173670000,9846920284,9438127994,
Niger,NER,2448714681,2782192987,3394084885,3760443966,4383315657,4756361480,5731485267,7297600897,7352131669,7851191899,8772951262,9426913349,10224897935,10862944204,9683867894,10398862245,11185102400,12808660528,12916455161,13741378450
Nigeria,NGA,74030364472,95385819321,1.04912E+11,1.36386E+11,1.76134E+11,2.36104E+11,2.75626E+11,3.39476E+11,2.95009E+11,3.61457E+11,4.04994E+11,4.55502E+11,5.08693E+11,5.46676E+11,4.86803E+11,4.0465E+11,3.75746E+11,3.9719E+11,4.4812E+11,4.32294E+11
Nicaragua,NIC,5323146566,5224213018,5322454926,5795568205,6321335612,6763418646,7423421958,8496946608,8298679909,8758592272,9774262742,10532006608,10982979274,11880434071,12756706583,13286083645,13785876629,13025239912,12611218627,12621505383
Netherlands,NLD,4.31213E+11,4.71614E+11,5.78792E+11,6.57172E+11,6.85093E+11,7.33341E+11,8.47482E+11,9.47998E+11,8.68077E+11,8.46555E+11,9.04086E+11,8.38971E+11,8.76924E+11,8.90981E+11,7.65265E+11,7.83528E+11,8.3181E+11,9.13597E+11,9.10194E+11,9.13865E+11
Norway,NOR,1.73972E+11,1.95524E+11,2.28859E+11,2.64512E+11,3.08884E+11,3.45581E+11,4.00937E+11,4.6225E+11,3.8619E+11,4.28757E+11,4.98283E+11,5.09506E+11,5.22762E+11,4.9841E+11,3.85802E+11,3.68827E+11,3.98394E+11,4.37E+11,4.0551E+11,3.62522E+11
Nepal,NPL,6007055042,6050875807,6330473097,7273938315,8130258041,9043715356,10325618017,12545438605,12854985464,16002656434,21621710003,21703106502,22162208956,22731602970,24360795410,24524098184,28971589213,33111525183,34186180695,33657175561
Nauru,NRU,,,,,,,,,,47564520.39,66055407.67,96927201.48,98491843.64,104654365.2,86529661.37,99723394.96,109359680.2,124021393.7,118724073.8,114626625.6
New Zealand,NZL,53872425917,66627729311,88250885550,1.03905E+11,1.1472E+11,1.11539E+11,1.37189E+11,1.33131E+11,1.21374E+11,1.46518E+11,1.68291E+11,1.76207E+11,1.90907E+11,2.01313E+11,1.78064E+11,1.88943E+11,2.06951E+11,2.12226E+11,2.12891E+11,2.10701E+11
OECD members,OED,2.73597E+13,2.85306E+13,3.19293E+13,3.55461E+13,3.76001E+13,3.9668E+13,4.34075E+13,4.60116E+13,4.30719E+13,4.51891E+13,4.86108E+13,4.85801E+13,4.92306E+13,5.02639E+13,4.74639E+13,4.8398E+13,5.05016E+13,5.34656E+13,5.39835E+13,5.23369E+13
Oman,OMN,19452000476,20142756175,21633708220,24763713001,31081991725,37215779656,42085379489,60905452458,48388363516,56913065779,67871907375,76511069704,78555622509,80686929102,68420257567,65441278668,70585606844,79788768969,76331518669,64648393044
Other small states,OSS,90943070776,98114311646,1.22146E+11,1.51573E+11,1.83627E+11,2.15786E+11,2.64056E+11,3.23027E+11,2.77199E+11,3.22471E+11,3.96935E+11,4.14204E+11,4.32281E+11,4.46199E+11,3.69944E+11,3.65871E+11,3.98012E+11,4.4155E+11,4.32772E+11,3.75853E+11
Pakistan,PAK,79484403985,79904985385,91760542940,1.0776E+11,1.20055E+11,1.37264E+11,1.52386E+11,1.70078E+11,1.68153E+11,1.77166E+11,2.13587E+11,2.24384E+11,2.31219E+11,2.44361E+11,2.70556E+11,2.78655E+11,3.04567E+11,3.14568E+11,2.79057E+11,2.6261E+11
Panama,PAN,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984230,25155888616,27116635565,29440287581,34686224301,40429734384,45599994005,49921464365,54091713776,57907695409,62202725204,64929409212,66984427150,53977036995
Peru,PER,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00789E+11,1.89805E+11,1.91896E+11,2.11007E+11,2.22575E+11,2.28471E+11,2.02014E+11
Philippines,PHL,78921234457,84307291974,87039145965,95002028505,1.0742E+11,1.27653E+11,1.5598E+11,1.81625E+11,1.75975E+11,2.08369E+11,2.34217E+11,2.61921E+11,2.83903E+11,2.97483E+11,3.06446E+11,3.18627E+11,3.28481E+11,3.46842E+11,3.76823E+11,3.61489E+11
Palau,PLW,156907900,163184900,153963200,165186200,190452900,192382400,198897700,198283900,187522800,185943000,196911100,212397800,221117200,241669800,280457700,298300000,285300000,284700000,274200000,257700000
Papua New Guinea,PNG,3081024212,2999511040,3536411824,3927157867,4865892972,8355006707,9545177014,11670840932,11619637799,14250755231,17984910502,21295659244,21261432791,23210682538,21723531173,20759069103,22742613554,24109509853,24751344552,24668899683
Poland,POL,1.90905E+11,1.99072E+11,2.17827E+11,2.5511E+11,3.06144E+11,3.44622E+11,4.29029E+11,5.33609E+11,4.39738E+11,4.79834E+11,5.28301E+11,4.98524E+11,5.21016E+11,5.42477E+11,4.77812E+11,4.7263E+11,5.26509E+11,5.87412E+11,5.97281E+11,5.96624E+11
Pre-demographic dividend,PRE,2.65114E+11,3.03921E+11,3.30243E+11,4.1231E+11,5.14675E+11,6.4742E+11,7.83964E+11,9.81864E+11,8.91299E+11,1.03728E+12,1.19907E+12,1.30577E+12,1.43515E+12,1.49675E+12,1.31697E+12,1.20422E+12,1.25757E+12,1.3435E+12,1.4062E+12,1.29117E+12
Puerto Rico,PRI,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,1.00352E+11,1.01565E+11,1.0245E+11,1.02446E+11,1.03376E+11,1.04337E+11,1.03446E+11,1.00925E+11,1.04915E+11,1.03138E+11
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,1.21499E+11,1.34156E+11,1.64862E+11,1.89035E+11,1.9718E+11,2.08582E+11,2.40191E+11,2.62345E+11,2.43702E+11,2.37881E+11,2.44797E+11,2.16237E+11,2.2637E+11,2.29596E+11,1.99314E+11,2.06286E+11,2.20811E+11,2.42195E+11,2.39987E+11,2.28539E+11
Paraguay,PRY,8495806432,7196260657,7691367471,9624440836,10737500188,13429430050,17856270473,24616537618,22355601273,27237782850,33756238767,33296438306,38651334288,40377987209,36211372703,36089550659,38997129474,40225448341,37906944075,35670301496
West Bank and Gaza,PSE,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15561300000
Pacific island small states,PSS,3395627477,3564053883,4178053089,4818328915,5329582224,5613654073,6192507725,6609313729,5916221065,6566818383,7713181064,8186804963,8498136739,9226234551,9019345254,9456355296,10212037558,10656209173,10641343380,9530487872
Post-demographic dividend,PST,2.61321E+13,2.72414E+13,3.05559E+13,3.39497E+13,3.57381E+13,3.76078E+13,4.10255E+13,4.33783E+13,4.0867E+13,4.263E+13,4.57868E+13,4.57368E+13,4.61909E+13,4.71328E+13,4.46396E+13,4.56631E+13,4.75926E+13,5.04822E+13,5.09842E+13,4.95387E+13
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.1527E+11,97798351648,1.25122E+11,1.67775E+11,1.86834E+11,1.98728E+11,2.06225E+11,1.6174E+11,1.51732E+11,1.61099E+11,1.83335E+11,1.76371E+11,1.44411E+11
Romania,ROU,40394824679,46066101951,57806506024,74972669057,98452791983,1.22023E+11,1.74585E+11,2.14314E+11,1.74104E+11,1.66309E+11,1.83327E+11,1.70636E+11,1.90801E+11,1.99959E+11,1.77729E+11,1.88129E+11,2.11695E+11,2.41457E+11,2.49882E+11,2.48716E+11
Russian Federation,RUS,3.06602E+11,3.4547E+11,4.30348E+11,5.91017E+11,7.64017E+11,9.89931E+11,1.29971E+12,1.66085E+12,1.22264E+12,1.52492E+12,2.04593E+12,2.2083E+12,2.29247E+12,2.05924E+12,1.36348E+12,1.27679E+12,1.5742E+12,1.65733E+12,1.68745E+12,1.4835E+12
Rwanda,RWA,1965444515,1964779921,2137093489,2375281627,2932213575,3317951468,4068065929,5177015141,5671332138,6121234529,6881038270,7650300320,7815599503,8241332517,8539048448,8690485823,9253098954,9640280084,10355974217,10333991456
South Asia,SAS,6.4587E+11,6.77627E+11,7.91003E+11,9.17089E+11,1.05059E+12,1.19609E+12,1.50419E+12,1.52747E+12,1.68343E+12,2.06078E+12,2.27455E+12,2.30009E+12,2.35961E+12,2.58456E+12,2.69943E+12,2.92645E+12,3.34811E+12,3.43659E+12,3.59725E+12,3.38642E+12
Saudi Arabia,SAU,1.84137E+11,1.89606E+11,2.15808E+11,2.58742E+11,3.2846E+11,3.769E+11,4.15965E+11,5.19797E+11,4.29098E+11,5.28207E+11,6.71239E+11,7.35975E+11,7.46647E+11,7.5635E+11,6.5427E+11,6.44936E+11,6.88586E+11,7.86522E+11,7.92967E+11,7.00118E+11
Sudan,SDN,15716489370,18136839087,21355576673,26645490675,35182105414,45264519503,59440139775,64831935604,51621044077,58962978034,55018567211,37632919967,43024018082,49516748618,51726758677,42630376000,41283617976,30964349685,26155799325,21329109522
Senegal,SEN,6507824767,7006402592,8768721956,10076817278,11009032665,11697918803,13994218939,16853991177,16145868285,16121314671,17814284622,17660871726,18918668644,19797254643,17774766636,19040312815,20996564752,23116699808,23306213742,24644234595
Singapore,SGP,89794943350,92537752709,97645448284,1.15035E+11,1.27808E+11,1.4863E+11,1.80942E+11,1.93612E+11,1.94152E+11,2.39809E+11,2.79351E+11,2.95087E+11,3.07576E+11,3.14851E+11,3.08004E+11,3.18764E+11,3.43338E+11,3.75982E+11,3.74386E+11,3.39998E+11
Solomon Islands,SLB,409435392.2,346431958.3,352522682.2,397611126.7,476898763.6,538668769.3,620230005.2,699157191,735940409.7,846797693.6,1049952233,1190994127,1284698922,1335538893,1307061544,1378551118,1483758907,1574599183,1570093229,1545888426
